Season,Team,Lge,GP,G,A,Pts,PIM,+/-,GP_playoffs,G_playoffs,A_playoffs,Pts_playoffs,PIM_playoffs,player_name,position,Min,GA,EN,SO,GAA,W,L,T,Svs,Pct,TRUE
2020-21,Riga Dynamo,KHL,44,12,10,22,39,-25,--,--,--,--,--,Denis Parshin,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Saskatoon Blades,WHL,66,14,17,31,101,11,4,0,0,0,2,Zdenek Bahensky,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Saskatoon Blades,WHL,65,19,36,55,76,13,10,2,5,7,16,Zdenek Bahensky,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Hartford Wolf Pack,AHL,13,0,1,1,4,0,2,0,0,0,0,Zdenek Bahensky,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Charlotte Checkers,ECHL,58,9,14,23,118,0,4,0,1,1,0,Zdenek Bahensky,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Litvinov HC,Czech,23,3,2,5,30,2,5,0,0,0,0,Zdenek Bahensky,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Karlovy Vary HC,Czech,10,1,0,1,10,3,--,--,--,--,--,Zdenek Bahensky,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Litvinov HC,Czech,50,5,3,8,46,-11,4,1,1,2,8,Zdenek Bahensky,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Mlada Boleslav BK,Czech,48,7,5,12,103,-12,--,--,--,--,--,Zdenek Bahensky,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Mlada Boleslav BK,Czech,52,10,7,17,57,-2,--,--,--,--,--,Zdenek Bahensky,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Mlada Boleslav BK,Czech,47,17,7,24,83,-5,--,--,--,--,--,Zdenek Bahensky,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Sparta Praha,Czech,52,10,8,18,63,4,7,1,3,4,2,Zdenek Bahensky,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Sparta Praha,Czech,19,2,1,3,4,5,1,0,0,0,0,Zdenek Bahensky,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Sparta Praha,Czech,18,1,0,1,16,-6,--,--,--,--,--,Zdenek Bahensky,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Karlovy Vary HC,Czech,8,0,2,2,6,1,--,--,--,--,--,Zdenek Bahensky,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-17,Nove Zamky Mikron HC,Slovak,22,2,9,11,8,-1,,,,,,Zdenek Bahensky,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-17,Vipiteno Sterzing Broncos,AlpsHL,9,8,9,17,20,14,--,--,--,--,--,Zdenek Bahensky,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-18,Vipiteno Sterzing Broncos,AlpsHL,23,7,13,20,22,7,--,--,--,--,--,Zdenek Bahensky,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Green Bay Gamblers,USHL,60,8,26,34,74,-22,--,--,--,--,--,Kyle Klubertanz,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Green Bay Gamblers,USHL,57,6,21,27,124,10,--,--,--,--,--,Kyle Klubertanz,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,U. of Wisconsin,WCHA,41,3,15,18,64,--,,,,,,Kyle Klubertanz,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,U. of Wisconsin,WCHA,43,4,17,21,44,--,,,,,,Kyle Klubertanz,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,U. of Wisconsin,WCHA,34,1,12,13,46,--,,,,,,Kyle Klubertanz,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,U. of Wisconsin,WCHA,40,4,16,20,52,--,,,,,,Kyle Klubertanz,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Portland Pirates,AHL,5,0,0,0,2,-1,1,0,0,0,0,Kyle Klubertanz,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,TPS Turku,SM-liiga,51,5,7,12,62,0,8,3,0,3,20,Kyle Klubertanz,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Djurgardens IF Stockholm,SEL,55,12,19,31,32,-2,16,3,2,5,18,Kyle Klubertanz,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Hamilton Bulldogs,AHL,76,10,22,32,46,10,20,0,10,10,22,Kyle Klubertanz,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Djurgardens IF Stockholm,SEL,55,7,13,20,42,-11,,,,,,Kyle Klubertanz,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,HIFK Helsinki,SM-liiga,41,5,20,25,30,1,7,1,2,3,8,Kyle Klubertanz,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Zagreb Medvescak KHL,KHL,18,0,2,2,14,-3,3,0,0,0,0,Kyle Klubertanz,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Nuermberg Thomas Sabo Ice Tigers,DEL,52,11,19,30,38,10,8,1,3,4,2,Kyle Klubertanz,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Nuermberg Thomas Sabo Ice Tigers,DEL,46,4,12,16,40,1,12,0,2,2,10,Kyle Klubertanz,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-17,Krefeld Penguins,DEL,47,1,12,13,58,-20,--,--,--,--,--,Kyle Klubertanz,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-17,Linz EHC,Austria,3,0,0,0,2,-4,5,0,2,2,2,Kyle Klubertanz,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Toronto St. Michael's Majors,OHL,64,9,19,28,31,-1,18,2,8,10,6,Tim Brent,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Toronto St. Michael's Majors,OHL,61,19,40,59,52,19,14,7,12,19,20,Tim Brent,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Toronto St. Michael's Majors,OHL,60,24,42,66,74,16,19,7,17,24,14,Tim Brent,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Toronto St. Michael's Majors,OHL,53,26,41,67,105,16,18,4,13,17,24,Tim Brent,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Cincinnati Mighty Ducks,AHL,46,5,13,18,42,7,12,0,1,1,6,Tim Brent,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Portland Pirates,AHL,37,15,9,24,32,0,15,4,4,8,16,Tim Brent,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Portland Pirates,AHL,48,16,14,30,40,-1,--,--,--,--,--,Tim Brent,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Anaheim Ducks,NHL,15,1,0,1,6,-5,--,--,--,--,--,Tim Brent,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Wilkes-Barre/Scranton Penguins,AHL,74,18,43,61,79,11,23,12,15,27,10,Tim Brent,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Pittsburgh Penguins,NHL,1,0,0,0,0,-1,--,--,--,--,--,Tim Brent,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Rockford IceHogs,AHL,64,20,42,62,59,-5,4,0,1,1,2,Tim Brent,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Chicago Blackhawks,NHL,2,0,0,0,2,0,--,--,--,--,--,Tim Brent,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Toronto Marlies,AHL,33,13,15,28,19,2,--,--,--,--,--,Tim Brent,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Toronto Maple Leafs,NHL,1,0,0,0,0,0,--,--,--,--,--,Tim Brent,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Toronto Maple Leafs,NHL,79,8,12,20,33,-4,--,--,--,--,--,Tim Brent,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Carolina Hurricanes,NHL,79,12,12,24,27,-8,--,--,--,--,--,Tim Brent,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Carolina Hurricanes,NHL,30,0,3,3,8,-3,--,--,--,--,--,Tim Brent,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Nizhny Novgorod Torpedo,KHL,18,3,8,11,16,4,--,--,--,--,--,Tim Brent,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Magnitogorsk Metallurg,KHL,33,6,12,18,59,0,20,1,0,1,37,Tim Brent,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Magnitogorsk Metallurg,KHL,42,5,10,15,30,5,10,1,2,3,8,Tim Brent,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Lehigh Valley Phantoms,AHL,52,10,18,28,39,3,--,--,--,--,--,Tim Brent,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Toronto St. Michael's Majors,OHL,53,3,10,13,50,-4,19,1,3,4,34,Scott Lehman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Toronto St. Michael's Majors,OHL,66,5,27,32,189,12,18,2,2,4,38,Scott Lehman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Toronto St. Michael's Majors,OHL,57,2,19,21,189,1,10,2,2,4,31,Scott Lehman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Toronto St. Michael's Majors,OHL,68,5,50,55,175,-6,4,0,2,2,15,Scott Lehman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Chicago Wolves,AHL,3,0,0,0,14,5,--,--,--,--,--,Scott Lehman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Gwinnett Gladiators,ECHL,72,2,12,14,86,-20,4,0,0,0,11,Scott Lehman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Gwinnett Gladiators,ECHL,6,0,2,2,18,1,--,--,--,--,--,Scott Lehman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Chicago Wolves,AHL,40,2,5,7,109,-9,--,--,--,--,--,Scott Lehman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Chicago Wolves,AHL,50,2,3,5,86,-4,--,--,--,--,--,Scott Lehman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Atlanta Thrashers,NHL,1,0,0,0,0,0,--,--,--,--,--,Scott Lehman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Chicago Wolves,AHL,11,0,2,2,16,-3,--,--,--,--,--,Scott Lehman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Milwaukee Admirals,AHL,2,0,0,0,4,1,--,--,--,--,--,Scott Lehman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Cincinnati Cyclones,ECHL,49,7,10,17,104,6,4,1,1,2,2,Scott Lehman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Chicago Express,ECHL,11,0,2,2,7,-2,--,--,--,--,--,Scott Lehman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Capital District Selects,EJHL,39,20,26,46,123,--,,,,,,Shawn Weller,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Clarkson University,ECAC,33,3,11,14,72,--,,,,,,Shawn Weller,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Clarkson University,ECAC,37,14,10,24,103,--,,,,,,Shawn Weller,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Clarkson University,ECAC,39,19,21,40,62,--,,,,,,Shawn Weller,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Binghamton Senators,AHL,5,0,0,0,4,-3,--,--,--,--,--,Shawn Weller,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Binghamton Senators,AHL,59,8,8,16,40,-13,--,--,--,--,--,Shawn Weller,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Elmira Jackals,ECHL,10,4,5,9,11,0,--,--,--,--,--,Shawn Weller,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Binghamton Senators,AHL,70,4,5,9,57,-12,--,--,--,--,--,Shawn Weller,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Elmira Jackals,ECHL,4,1,1,2,2,-1,--,--,--,--,--,Shawn Weller,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Bakersfield Condors,ECHL,42,18,28,46,55,14,--,--,--,--,--,Shawn Weller,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Abbotsford Heat,AHL,31,8,4,12,19,-10,3,1,1,2,14,Shawn Weller,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Manitoba Moose,AHL,67,12,11,23,50,7,10,0,0,0,4,Shawn Weller,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,St. John's IceCaps,AHL,41,10,14,24,28,0,--,--,--,--,--,Shawn Weller,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Texas Stars,AHL,18,2,1,3,6,-4,--,--,--,--,--,Shawn Weller,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,South Carolina Stingrays,ECHL,24,7,8,15,24,-4,--,--,--,--,--,Shawn Weller,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,St. John's IceCaps,AHL,3,0,0,0,0,-1,--,--,--,--,--,Shawn Weller,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Stockton Thunder,ECHL,19,5,12,17,17,6,23,8,3,11,30,Shawn Weller,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Rosenheim Star Bulls,DEL-2,44,24,46,70,56,--,11,6,10,16,6,Shawn Weller,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Ravensburg Tower Stars,DEL-2,28,7,20,27,8,--,--,--,--,--,--,Shawn Weller,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Dresden Ice Lions,DEL-2,16,2,7,9,20,--,6,1,0,1,20,Shawn Weller,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Bietigheim-Bissingen SC,DEL-2,42,5,26,31,46,13,12,5,13,18,26,Shawn Weller,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-17,Bietigheim-Bissingen SC,DEL-2,33,17,25,42,40,6,13,5,9,14,28,Shawn Weller,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-18,Bietigheim-Bissingen SC,DEL-2,50,25,42,67,140,14,16,12,10,22,22,Shawn Weller,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-19,Bietigheim-Bissingen SC,DEL-2,38,18,28,46,74,7,7,4,1,5,8,Shawn Weller,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Trencin Dukla,Slovak,16,0,0,0,18,-2,--,--,--,--,--,Peter Olvecky,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Trencin Dukla,Slovak,45,10,9,19,49,9,,,,,,Peter Olvecky,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Houston Aeros,AHL,67,14,18,32,56,4,7,1,3,4,4,Peter Olvecky,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Houston Aeros,AHL,69,12,15,27,46,-11,--,--,--,--,--,Peter Olvecky,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Houston Aeros,AHL,61,17,16,33,38,-5,5,1,1,2,4,Peter Olvecky,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Houston Aeros,AHL,41,6,17,23,31,-1,3,1,1,2,6,Peter Olvecky,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Minnesota Wild,NHL,31,2,5,7,12,1,--,--,--,--,--,Peter Olvecky,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Milwaukee Admirals,AHL,62,11,23,34,22,14,--,--,--,--,--,Peter Olvecky,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Nashville Predators,NHL,1,0,0,0,0,0,--,--,--,--,--,Peter Olvecky,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Manitoba Moose,AHL,8,1,3,4,0,-2,6,3,1,4,4,Peter Olvecky,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,KalPa Kuopio,SM-liiga,15,5,5,10,4,2,,,,,,Peter Olvecky,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Trencin Dukla,Slovak,25,9,17,26,46,8,,,,,,Peter Olvecky,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Poprad Lev,KHL,6,0,0,0,0,-1,,,,,,Peter Olvecky,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Vaxjo HC,SEL,17,3,0,3,6,1,,,,,,Peter Olvecky,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Bratislava Slovan,KHL,49,7,5,12,42,1,4,0,0,0,4,Peter Olvecky,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Bratislava Slovan,KHL,49,4,11,15,36,-5,--,--,--,--,--,Peter Olvecky,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Bratislava Slovan,KHL,31,0,2,2,6,-6,--,--,--,--,--,Peter Olvecky,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Trencin Dukla,Slovak,12,3,3,6,8,-1,--,--,--,--,--,Peter Olvecky,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Vitkovice HC,Czech,12,3,2,5,10,-5,--,--,--,--,--,Peter Olvecky,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Chomutov Pirati,Czech,24,7,5,12,14,5,8,1,1,2,8,Peter Olvecky,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-17,Trencin Dukla,Slovak,22,4,8,12,16,-2,,,,,,Peter Olvecky,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-18,Trencin Dukla,Slovak,46,17,22,39,82,17,17,5,4,9,12,Peter Olvecky,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-19,Trencin Dukla,Slovak,42,17,10,27,28,6,6,1,1,2,2,Peter Olvecky,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Powell River Kings,BCHL,1,0,0,0,0,--,,,,,,Clayton Stoner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Powell River Kings,BCHL,4,0,1,1,2,--,,,,,,Clayton Stoner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Tri-City Americans,WHL,58,4,12,16,85,-12,--,--,--,--,--,Clayton Stoner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Tri-City Americans,WHL,71,7,24,31,109,21,11,1,1,2,8,Clayton Stoner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Tri-City Americans,WHL,60,12,34,46,81,2,4,0,3,3,2,Clayton Stoner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Houston Aeros,AHL,73,6,18,24,92,6,3,1,1,2,7,Clayton Stoner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Houston Aeros,AHL,65,1,6,7,104,-9,--,--,--,--,--,Clayton Stoner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Houston Aeros,AHL,56,3,12,15,78,7,5,0,0,0,2,Clayton Stoner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Houston Aeros,AHL,63,2,22,24,81,6,20,1,4,5,27,Clayton Stoner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Houston Aeros,AHL,26,3,7,10,52,14,--,--,--,--,--,Clayton Stoner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Minnesota Wild,NHL,8,0,2,2,12,1,--,--,--,--,--,Clayton Stoner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Minnesota Wild,NHL,57,2,7,9,96,5,--,--,--,--,--,Clayton Stoner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Minnesota Wild,NHL,51,1,4,5,62,3,--,--,--,--,--,Clayton Stoner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Banska Bystrica HC 05,Slovak,8,1,4,5,16,-1,,,,,,Clayton Stoner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Minnesota Wild,NHL,48,0,10,10,42,0,1,0,1,1,0,Clayton Stoner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Minnesota Wild,NHL,63,1,4,5,84,-6,13,1,2,3,26,Clayton Stoner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Anaheim Ducks,NHL,69,1,7,8,68,-2,16,1,0,1,10,Clayton Stoner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Anaheim Ducks,NHL,50,1,5,6,67,4,1,0,0,0,0,Clayton Stoner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-17,Anaheim Ducks,NHL,14,1,2,3,28,0,--,--,--,--,--,Clayton Stoner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-17,San Diego Gulls,AHL,3,1,0,1,12,2,--,--,--,--,--,Clayton Stoner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,U. of Maine,H-East,34,6,9,15,30,--,,,,,,Billy Ryan,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,U. of Maine,H-East,36,10,18,28,46,--,,,,,,Billy Ryan,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,U. of Maine,H-East,40,13,20,33,20,--,,,,,,Billy Ryan,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,U. of Maine,H-East,25,6,10,16,16,--,,,,,,Billy Ryan,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Philadelphia Phantoms,AHL,15,0,0,0,2,-2,--,--,--,--,--,Billy Ryan,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Wheeling Nailers,ECHL,22,12,16,28,14,-8,7,3,2,5,4,Billy Ryan,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Wheeling Nailers,ECHL,12,3,3,6,18,-3,--,--,--,--,--,Billy Ryan,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Nottingham Panthers,EIHL,54,28,44,72,49,--,,,,,,Billy Ryan,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Lake Erie Monsters,AHL,3,0,1,1,0,1,--,--,--,--,--,Billy Ryan,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,South Carolina Stingrays,ECHL,12,9,3,12,10,-1,5,2,0,2,6,Billy Ryan,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Havirov Femax HC,Czech,5,0,1,1,4,-1,--,--,--,--,--,Vaclav Meidl,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Plymouth Whalers,OHL,67,14,28,42,108,1,9,0,3,3,4,Vaclav Meidl,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Plymouth Whalers,OHL,66,12,16,28,125,-15,4,0,0,0,8,Vaclav Meidl,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Plymouth Whalers,OHL,30,6,11,17,59,-3,--,--,--,--,--,Vaclav Meidl,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Saginaw Spirit,OHL,26,3,11,14,61,1,4,0,1,1,10,Vaclav Meidl,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Oshawa Generals,OHL,8,3,6,9,14,0,--,--,--,--,--,Vaclav Meidl,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Znojemsti Excalibur Orli,Czech,19,4,2,6,10,4,10,1,0,1,14,Vaclav Meidl,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Znojemsti Excalibur Orli,Czech,41,1,0,1,24,-6,3,0,0,0,0,Vaclav Meidl,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Znojemsti Excalibur Orli,Czech,47,4,9,13,83,3,--,--,--,--,--,Vaclav Meidl,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Brno Kometa,Czech,3,0,0,0,0,-2,--,--,--,--,--,Vaclav Meidl,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Brno Kometa,Czech,6,0,1,1,2,-2,--,--,--,--,--,Vaclav Meidl,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
